text,section,UMAP1,UMAP2
"Twins Collect Rare Victory Over Yankees (AP). AP - Brad Radke pitched seven solid innings, Corey Koskie drove in three runs and the Minnesota Twins beat the New York Yankees in the regular season for the first time since 2001 with an 8-2 victory Tuesday night.",Sports,2.4179275079827,2.9330790597824126
"Twins Collect Rare Victory Over Yankees. MINNEAPOLIS (AP) -- Brad Radke pitched seven solid innings, Corey Koskie drove in three runs and the Minnesota Twins beat the New York Yankees in the regular season for the first time since 2001 with an 8-2 victory Tuesday night.",Sports,2.53921759568259,2.746021803083804
"Finley pays dividends in victory. Their supposed new pitching staff ace is on the disabled list and their late-inning bullpen situation has the potential to be a mess, but those problems were easy to ignore Tuesday night, thanks in part to Steve Finley.",Sports,2.020553593264072,-0.8198726814361541
"2 steps back in Texas. ARLINGTON, Texas -- All of a sudden, the Indians #39; prolific offense has been reduced to shambles. And, remember phenom left-hander Cliff Lee, who won 10 games before the All-Star break? He #39;s seemingly forgotten how to pitch.",Sports,-12.602542276753933,3.0328434068588286
SI.com. LOS ANGELES (Ticker) -- Wilson Alvarez continues to pitch his best when the Los Angeles Dodgers need it most.,Sports,-12.582190866841824,3.08666544741669
Streaking Red Sox Flutter by Blue Jays 6-4 (AP). AP - Tim Wakefield pitched eight strong innings and the Boston Red Sox moved a season-high 15 games over .500 with a 6-4 win over the Toronto Blue Jays on Wednesday night.,Sports,3.7528177394728353,2.626312549772647
"Ichiro hit by pitch, leaves game. KANSAS CITY -- Ichiro Suzuki, the hottest hitter in the Major Leagues since the All-Star break, was hit in the head by a pitch in the third inning Wednesday night and was removed from the Mariners game against the Royals.",Sports,-10.329593058003933,3.3683903772262602
"Durazo Leads Athletics by Orioles 5-4 (AP). AP - Erubiel Durazo hit three homers and drove in all five of Oakland's runs, and Mark Mulder became the majors' first 16-game winner by pitching the Athletics to a 5-4 victory over the Baltimore Orioles on Wednesday night.",Sports,3.6056374951462438,3.477319296064761
Astros' Clemens Leaves Game Against Phillies. PHILADELPHIA (Sports Network) - Houston starting pitcher Roger Clemens left Wednesday's 9-8 win over Philadelphia with a strained right calf.,Sports,6.305418138132541,-0.7431933920951812
"Astros' Clemens Strains Calf, Leaves Game Against Phillies. PHILADELPHIA (Sports Network) - Houston starting pitcher Roger Clemens left Wednesday's 9-8 win over Philadelphia with a strained right calf.",Sports,6.351214055643528,-0.7292928736778228
"AL Wrap: Santana Solid on Mound as Twins Beat Yankees. NEW YORK (Reuters) - Johan Santana pitched seven strong innings to win his fifth straight start and Shannon Stewart homered, had three hits and two RBI to lead the Minnesota Twins to a 7-2 home win over the New York Yankees.",Sports,4.8905215307335546,2.1158559877304106
"AL Wrap: Santana Solid on Mound as Twins Beat Yankees. NEW YORK (Reuters) - Johan Santana pitched seven strong innings to win his fifth straight start and Shannon Stewart homered, had three hits and two RBI to lead the Minnesota Twins to a 7-2 home win over the New York Yankees.",Sports,4.91400003872916,2.096332367124942
"Hamm-dinger Gymnast comes back from 12th place to win. The movie pitches, Letterman -- no, Leno -- the unending media requests, the book deals, surely the line is forming on the right for Paul Hamm.",Sports,2.028932218180149,-1.222875897225949
"Purpose pitch. It's a pitch she's been waiting 32 years to make. So when Maria Pepe, a skinny, stony-hearted, 44-year-old New Jersey hospital administrator winds up on the mound tomorrow to throw out the first pitch at the Little League World Series in Williamsport, Pa., the healing will be complete for an 11-year-old girl done wrong by Little League ...",Sports,-11.902861948384793,2.2866700250534087
"NL notebook: Pettitte out for season; Clemens hurt. The same day the Houston Astros announced that pitcher Andy Pettitte would have surgery on his troublesome left elbow next week, Roger Clemens left last night #39;s game against the Philadelphia Phillies with a strained right calf.",Sports,3.9565757855038335,-0.7593025010200469
"AT amp;T strikes VoIP deals with cable. In an attempt to spark growth in its Net phone service, AT amp;T has turned to cable companies to pitch the technology to more consumers.",Sci/Tech,-9.07078110732034,-3.324314538774106
"Mets Beat Rockies 10-3 to Open Twinbill (AP). AP - Mike Cameron homered and drove in four runs, and Kris Benson pitched six solid innings to lead the New York Mets past the Colorado Rockies 10-3 Thursday in the first game of a doubleheader.",Sports,3.5517009242634465,3.5289741117385893
"Mets Open Doubleheader With Victory. Mike Cameron homered and drove in four runs, and Kris Benson pitched six solid innings to lead the Mets past Colorado.",Sports,2.408144120798557,2.4522140581039458
"Dodgers acquire Dessens for bullpen. Los Angeles, CA (Sports Network) - The Los Angeles Dodgers acquired right- handed pitcher Elmer Dessens and cash considerations from the Arizona Diamondbacks in exchange for minor league outfielder Jereme Milons on Thursday.",Sports,6.5343378826241185,-1.766224924859616
"Khorkina #39;s Final Act Centers on Bitterness. THE other competitors eagerly chatted with their coaches using high-pitched voices in need of WD-40; Svetlana Khorkina hardly spoke at all as she overemoted like a silent film star while glaring and sulking as usual, even topping herself ...",Sports,1.3861261650185277,-1.8295257728668182
"Improved Pitching Has the Keys Finishing on an Upswing. As the season winds down for the Frederick Keys, Manager Tom Lawless is starting to enjoy the progress his pitching staff has made this season.",Sports,1.6699775501351048,-0.2824171077581375
"Garland, Sox can #39;t tame Tigers. The White Sox are sending for pitching help, only the call isn #39;t going out to replace Jon Garland in the rotation -- not yet, anyway.",Sports,2.942161624060123,-1.6012719314666717
Pirates' Wells to Miss 2nd Straight Start (AP). AP - Pittsburgh Pirates pitcher Kip Wells will skip his second straight start after tests Friday indicated rest would help his injured elbow.,Sports,6.779787902460544,-0.6610992591949432
"Kennedy, Kendall Suspended for Brawling (AP). AP - Colorado Rockies pitcher Joe Kennedy was suspended Friday for five games and Pittsburgh Pirates catcher Jason Kendall four for their parts in a bench-clearing brawl Sunday.",Sports,6.604714278803318,-0.2442493032785385
Phillies Top Brewers 4-2 to Stop Skid (AP). AP - Jim Thome and Bobby Abreu homered and Eric Milton pitched seven solid innings as Philadelphia ended a seven-game losing streak with a 4-2 victory over the Milwaukee Brewers on Friday night.,Sports,3.6012354239086797,3.4673662740615874
Ortiz Stifle Yankees. Ramon Ortiz pitched four-hit ball for eight stellar innings to lead the Anaheim Angels over the Yankees.,Sports,2.94907802783057,1.5964835245040925
Austin Relieved His Head Wasn't Shouldering a Problem. Potomac Cannons right-handed pitcher Jeff Austin said he thought we was a head case after several horrendous outings with the big league club in Cincinnati last May.,Sports,3.914652627633064,-1.154515449342343
"Ortiz Stones Yankees. Ramon Ortiz pitched four-hit ball for eight stellar innings and led the Anaheim Angels over the New York Yankees, 5-0, on Friday.",Sports,2.9950375600914647,1.52223091906586
"Mets give up six in first, can #39;t struggle back. SAN FRANCISCO (AP) -- Noah Lowry has pitched so well that Felipe Alou now counts on the rookie to win every time out -- a standard the San Francisco skipper held only for ace Jason Schmidt in the past.",Sports,3.0007666393379857,0.41438865250625917
Cubs Blast Six Homers in Astros Mauling. NEW YORK (Reuters) - Mark Grudzielanek hit two of Chicago #39;s six home runs and Glendon Rusch pitched seven strong innings to lift the Chicago Cubs to a 9-2 pasting of the Astros in Houston on Friday.,Sports,5.005857710466831,2.1825361806777983
Ortiz shines in Angels win. Ramon Ortiz pitched eight shutout innings as Adam Kennedy and Garret Anderson homered to lead the Anaheim Angels to a 5-0 road win over the New York Yankees on Friday.,Sports,2.2080996080498387,1.753103311720279
"NL notables. Expos first baseman Nick Johnson was hit on the side of the head by a hard grounder in the third inning and was carried off the field on a stretcher. Johnson immediately went down face first onto the infield. The Expos said Johnson never lost consciousness and was taken to the hospital for X-rays. The Expos' starting pitcher, Tony Armas ...",Sports,0.3663643642525365,-1.2159876268478362
"Japan's Ueno pitcher perfect vs. China. ATHENS -- Yukiko Ueno pitched the first perfect game in Olympic softball history, leading Japan to a 2-0 win over China yesterday and a spot in the semifinals.",Sports,4.388541702852695,1.518914874258426
Cubs Blast Six Homers in Astros Mauling. Mark Grudzielanek hit two of Chicago #39;s six home runs and Glendon Rusch pitched seven strong innings to lift the Chicago Cubs to a 9-2 pasting of the Astros in Houston on Friday.,Sports,2.440148596392124,2.598461921873477
Woodgate out to prove his worth at Real Madrid. Jonathan Woodgate says he has learned from his past mistakes off the pitch and is now determined to make the headlines solely for his footballing prowess after completing a dream move to Real Madrid.,Sports,-6.343967790975125,-8.429805461701962
"Angels Rattle Loaiza, Blast Yankees 6-1 (AP). AP - Esteban Loaiza is pitching his way out of the New York Yankees' rotation.",Sports,3.64027396284148,3.1961379606155425
"Tigers Call Up Dingman, Option Novoa (AP). AP - The Detroit Tigers optioned reliever Roberto Novoa to Double-A Erie and called up relief pitcher Craig Dingman from Triple-A Toledo.",Sports,6.695190314875095,-1.5350183885665862
"AT amp;T strikes VoIP deals with cable. In an attempt to spark growth in its Net phone service, AT amp;T has turned to cable companies to pitch the technology to more consumers.",Sci/Tech,-9.03324162520364,-3.2670077722640962
"Glavine shaky in first start since taxi crash. SAN FRANCISCO - Mets left-hander Tom Glavine endured a shaky return in his first pitching appearance since he lost two front teeth in a taxi accident, as New York beat San Francisco 11-9 in 12 innings yesterday.",Sports,3.367330436335056,0.4662772375968964
"Loaiza elicits boos. Esteban Loaiza is pitching his way out of the New York Yankees' rotation. Jose Guillen and Jeff DaVanon homered off the newest target of booing at Yankee Stadium, and Loaiza failed to make it out of the fourth inning yesterday in the Angels' storm-interrupted 6-1 win over New York.",Sports,2.0573812767128636,1.1320975381759675
"Santana exception to rule. The next time you're inclined to dismiss baseball's Rule 5 draft in December as an exercise of little consequence, remember that Johan Santana, the pitcher Pedro Martinez said reminded him of a younger version of himself, only with better stuff, was a Rule 5 pick five years ago.",Sports,1.8700683160881688,-1.5326275270553558
"U.S. Beats Australia, 5-0. Lisa Fernandez pitches a three-hitter Sunday and as the Americans roll to their eighth shutout in eight days, 5-0 over Australia, putting them into the gold medal game.",Sports,2.3360970064263036,1.9666052419570954
"U.S. Softball Team Wins, Closes in on Gold (AP). AP - One more victory and U.S. softball team will have its goal: a third Olympic gold. Right now, the Americans aren't just a Dream Team #151; they're more like the Perfect Team. Lisa Fernandez pitched a three-hitter Sunday and Crystl Bustos drove in two runs as the Americans rolled to their eighth shutout in eight days, 5-0 over Australia, putting them into the gold medal game.",Sports,2.585252170191257,2.0875847894577055
"U.S. Rolls Into Softball Gold-Medal Game. ATHENS, Greece - Right now, the Americans aren't just a Dream Team - they're more like the Perfect Team. Lisa Fernandez pitched a three-hitter Sunday and Crystl Bustos drove in two runs as the Americans rolled to their eighth shutout in eight days, 5-0 over Australia, putting them into the gold medal game...",World,0.4828332706551244,-1.510651652154538
"U.S. Rolls Into Softball Gold-Medal Game. ATHENS, Greece - Right now, the Americans aren't just a Dream Team - they're more like the Perfect Team. Lisa Fernandez pitched a three-hitter Sunday and Crystl Bustos drove in two runs as the Americans rolled to their eighth shutout in eight days, 5-0 over Australia, putting them into the gold-medal game against the Aussies...",World,0.4100967689613988,-1.3908780258270232
Henry wants silverware. Arsenal striker Thierry Henry insisted there must be an end product to the Gunners #39; record-breaking run. As Arsenal equalled Nottingham Forest #39;s 42-game unbeaten League run Henry said: quot;Even on the pitch we didn #39;t realise what we had done.,Sports,-6.346392031087429,-8.425031368074032
"A Rash Product That Sells Itself. COVINGTON, La. - Retired Louisiana pharmacist George Boudreaux hasn't needed Madison Avenue pitchmen to get the word out about his concoction to treat diaper rash...",World,-11.60967099226907,3.053838308515933
"Boudreaux's Butt Paste Sells Itself. COVINGTON, La. - Retired Louisiana pharmacist George Boudreaux hasn't needed Madison Avenue pitchmen to get the word out about his concoction to treat diaper rash...",World,-11.715527887715847,3.097368295851138
"Molina ties career high with four hits. BRONX, New York (Ticker) -- Kelvim Escobar was the latest Anaheim Angels #39; pitcher to subdue the New York Yankees. Escobar pitched seven strong innings and Bengie Molina tied a career-high with four hits, including",Sports,3.5397176786522557,0.8930018503097565
"Wood, Baker, Oswalt Tossed From Game (AP). AP - Chicago Cubs pitcher Kerry Wood, manager Dusty Baker and Houston Astros pitcher Roy Oswalt were ejected Sunday during the NL Central rivals' final game of a three-game series.",Sports,6.69065106354758,-0.26697141343078307
"Angels Take Third Straight From Yankees. Bengie Molina went 4-for-4 with a three-run homer, Kelvim Escobar outpitched Kevin Brown and the Anaheim Angels completed a three-game sweep.",Sports,2.195677046404331,2.600151832762149
Twins finish homestand with sweep. Brad Radke pitched seven strong innings while Torii Hunter had three hits and three RBIs as the Twins knocked down the Indians again with a 7-3 victory Sunday.,Sports,2.245352511034458,2.596893366041568
"Edgar powers streak to four. The Cardinals may or may not ever see the dominant Matt Morris of 2001 ever again, the pitcher who finished third in Cy Young balloting and was the undisputed No.",Sports,1.2204202457527806,-0.8107732575508086
"Pavano Homers As Marlins Beat Padres 8-3 (AP). AP - Carl Pavano pitched six solid innings, hit a home run and drove in two runs to lead the Florida Marlins to an 8-3 win over the San Diego Padres on Sunday.",Sports,3.577649806366413,3.9453251916793852
NL Wrap: Ramirez Lifts Cubs Over Astros After Wood Exit. NEW YORK (Reuters) - Aramis Ramirez hit a three-run homer as the Chicago Cubs survived the ejection of starting pitcher Kerry Wood to defeat the Astros 11-6 in National League play in Houston on Sunday.,Sports,5.090811256990879,1.7385727722076447
NL Wrap: Ramirez Lifts Cubs Over Astros After Wood Exit. Aramis Ramirez hit a three-run homer as the Chicago Cubs survived the ejection of starting pitcher Kerry Wood to defeat the Astros 11-6 in National League play in Houston on Sunday.,Sports,2.912283663378208,2.446014936628726
THIS OFFENSIVE DISPLAY PUTTING SEASON IN PERIL. THE Yankees #39; final seven at-bats yesterday defined their current state. Gary Sheffield homered and was followed by six meek outs in 11 pitches.,Sports,2.136916880236118,-0.6984840672584502
"Macromedia expands J2EE pitch. Macromedia plans to release on Monday the first major extension for Flex, server software introduced earlier this year as part of a drive to expand use of the company #39;s Flash format.",Sci/Tech,-9.420563097371609,-3.7863358896347017
"Angels complete sweep of Yankees. Bengie Molina went 4 for 4 with a three-run homer, Kelvim Escobar outpitched Kevin Brown, and the Anaheim Angels completed a three-game sweep of the slumping Yankees with a 4-3 victory yesterday in New York.",Sports,2.2278267189125707,2.7002819139389067
"NL notables. Kirk Rueter of the Giants pitched seven innings of five-hit ball, his longest outing since May 7. Larry Walker hit his second grand slam in five days for the Cardinals. Shortstop Jerry Gil became the 48th player to suit up for the Diamondbacks, a club record. Barry Bonds of the Giants scored his 100th run for the 12th straight season. ...",Sports,0.25394785843893786,-0.9769237678619354
"Canuck player injured. Minnesota Twins first baseman Justin Morneau of New Westminster, BC, was taken to a hospital for X-rays on his left hand after being hit by a pitch from Cleveland starter CC Sabathia in the sixth inning yesterday.",Sports,-10.435241098775418,3.196387823286441
N.L. Wrap: Ramirez Lifts Cubs Over the Astros. NEW YORK (Reuters) - Aramis Ramirez hit a three-run homer as the Chicago Cubs survived the ejection of starting pitcher Kerry Wood to defeat the Astros 11-6 in National League play in Houston on Sunday.,Sports,4.8870728059868505,1.4685497838882478
"Chicago Cubs Team Report - August 23. (Sports Network) - A pair of pitchers that rank in the top 10 in the Major Leagues in ERA face-off this evening, when Ben Sheets anchors the Milwaukee Brewers against Carlos Zambrano and the Chicago Cubs in the first of a three- game set at Wrigley Field.",Sports,4.632529084310978,1.013603504362491
"Bonderman K's 14 in Win. Jeremy Bonderman strikes out a career-high 14 and pitches his first career shutout, leading the Tigers to a 7-0 victory over the White Sox.",Sports,2.9630231305222203,1.5997757274536164
NL Wrap: Lucky 13 for Clemens as Astros Defeat Phillies. NEW YORK (Reuters) - Roger Clemens pitched seven strong innings to earn his 13th victory of the season and 323rd of his career as the Houston Astros beat the Philadelphia Phillies 8-4 in the National League Monday.,Sports,5.11426699601218,2.2217326719192534
NL Wrap: Lucky 13 for Clemens as Astros Defeat Phillies. Roger Clemens pitched seven strong innings to earn his 13th victory of the season and 323rd of his career as the Houston Astros beat the Philadelphia Phillies 8-4 in the National League Monday.,Sports,3.1476591869454076,2.6973300535110503
Lilly inspires Blue Jays. Ted Lilly struck out a career-high 13 batters to help hosts Toronto Blue Jays blank the Boston Red Sox 3-0. Lilly #39;s performance was a club record for most strikeouts by a left-handed pitcher and helped end,Sports,3.0139761015038182,1.2760780412582429
"Lily shuts down Red Sox. The last the Red Sox had seen of Ted Lilly, he was serving up tape-measure home runs and hitting Sox sluggers with pitches in a Blue Jay loss at Fenway Park.",Sports,1.8933882757286717,-0.015730325517269883
"On this night, his promise was fulfilled. TORONTO -- Doc Halladay and Justin Miller were waiting in the dugout tunnel for fellow Toronto pitcher Ted Lilly to finish his postgame TV interviews last night. quot;They said to him, Hey, Hollywood, you can smile now,' quot; said Gil Patterson, the Blue Jays pitching coach. quot;He said, Don't worry, I'm smiling on the inside.' quot;",Sports,1.7280043407540013,-1.9645749967666595
"On this night, his promise was fulfilled. Doc Halladay and Justin Miller were waiting in the dugout tunnel for fellow Toronto pitcher Ted Lilly to finish his postgame TV interviews last night.",Sports,2.214672212229221,-1.1196693819137542
"Lou is still saying #39;no #39; to New York. With a slew of reporters from New York at Monday #39;s game to watch former Mets prospect Scott Kazmir make his pitching debut with the Rays, the questions about Piniella someday going to the Mets could not help but surface.",Sports,1.7629669948677709,-0.9584324400993316
"Grief gives way to gold. Yet Lisa Fernandez desperately longed to give up her gold-medal moment to US softball coach Mike Candrea. quot;He truly deserved to be on that podium, quot; said Fernandez, the winning pitcher for the United States",Sports,1.8850300356011083,-1.8448519151779144
"AL: Jays LHP subdues Red Sox. Ted Lilly thoroughly enjoyed ending Boston #39;s six-game winning streak with a record performance. Lilly struck out a career-high 13 in a three-hitter, pitching the Blue Jays past Pedro Martinez and the Red Sox 3-0 Monday night.",Sports,3.2390070601563146,2.2198334295181303
"AL notables. Johan Santana has 200 strikeouts, the most for a Twins pitcher since Bert Blyleven #39;s 215 in 1986. Mike Jackson of the White Sox made his 1,002d appearance, tying Goose Gossage for eighth on the career list.",Sports,3.302737776861637,1.753086860838321
Jeter #39;s OK after being hit in elbow in Yankees #39; win. Derek Jeter bruised his left elbow when he was hit by a pitch Monday night in the New York Yankees #39; 6-4 victory against the host Cleveland Indians.,Sports,-10.492802973165066,3.4734542924789458
"Ted Lilly Throws One of Three AL Shutouts. Ted Lilly's three-hit shutout against the surging Boston Red Sox was barely the best pitching performance in the American League. Detroit's Jeremy Bonderman struck out a career-high 14 Monday night in a 7-0 victory over the Chicago White Sox, and Scott Kazmir pitched five scoreless innings to win his major league debut for Tampa Bay...",World,0.2758976265053441,-1.0354203622909515
"Lilly Throws One of Three Shutouts in AL. Ted Lilly's three-hit shutout against the surging Boston Red Sox was barely the best pitching performance in the American League. Detroit's Jeremy Bonderman struck out a career-high 14 Monday night in a 7-0 victory over the Chicago White Sox, and Scott Kazmir pitched five scoreless innings to win his major league debut for Tampa Bay...",World,0.2725073143105199,-1.0464332740875213
"Olympic Results: Tuesday, August 24. Australia has pulled off an upset win in the Olympic baseball semi-final, defeating gold medal favorite Japan, 1-0. Two Australian pitchers shut down Japan #39;s all-professional lineup Tuesday while Aussie first",Sports,4.159727160559147,1.380902941885379
"Jeter Helps Yankees Steal One in Cleveland (AP). AP - A night after he was hit on the left elbow by a pitch, Derek Jeter stole two bases in the ninth inning and scored on Hideki Matsui's two-out single to lead the visiting New York Yankees past Cleveland 5-4 Tuesday night, handing the Indians their ninth straight loss.",Sports,-10.430930490865261,3.4396384317306548
"Jeter Walks, Runs and Pulls Yanks to Victory. Derek Jeter, who suffered a bone bruise on his left elbow when he was plunked by a pitch Monday, not only played Tuesday, but he turned out to be the star.",Sports,-10.621796007527859,3.4414945203689604
"AL notables. The Yankees posted their 48th come-from-behind victory, most in the majors. Chris Young -- the Rangers' 16th starter this season -- became the first pitcher from Princeton to start a major league game since Dave Sisler of the 1961 Washington Senators.",Sports,3.105321948156803,1.952920730772403
"Bronze possible for Hill. ATHENS -- Shawn Hill #39;s Olympics are over, but it remains to be seen if he will bring back a medal from Athens. The 23-year-old Mississauga pitcher tossed six quality innings in Canada #39;s 8-5 loss to Cuba on Tuesday night, ending up with a no decision.",Sports,3.326379541979282,0.11019016391315767
"Cricket: Officials Call Off Australia-Pakistan Match Due to Heavy &lt;b&gt;...&lt;/b&gt;. Organizers in Amstelveen, the Netherlands have called off the cricket match between Australia and Pakistan after heavy rain overnight soaked the pitch.",Sports,-7.573765154256375,-5.934216682252499
"Sa #39;adi Thawfeeq reporting from Dambulla. DAMBULLA, Wednesday - Sri Lanka spinners strangled the South African batting dismissing them for 191 in 50 overs on a slow two-paced pitch at the Rangiri Dambulla Stadium here today - venue of the third one-day international played under lights.",Sports,-7.6001342491050075,-5.902464572724911
Sri Lanka clinch series. DAMBULLA: Marvan Atapattu slammed a solid 97 not out on a difficult pitch as Sri Lanka wrapped up the one-day cricket series with a four-wicket victory over South Africa in the third match on Wednesday.,Sports,-7.5405076698203395,-5.797466937837216
"Microsoft expands mainframe pitch. Microsoft is expanding a plan to draw mainframe customers to Windows for high-end applications. Under a program with the internal code name Mission Critical Microsoft, the company is trying to extend its current",Sci/Tech,-9.206522341146023,-3.836033765611264
"Padres Paste Slumping Mets 4-0 (AP). AP - Brian Lawrence escaped a bases-loaded jam in the first inning and allowed just four hits the rest of the way Wednesday night, pitching the San Diego Padres to a 4-0 victory over the slumping New York Mets.",Sports,3.7224292501072576,2.906177814665225
"Tigers Squeak by Slumping White Sox 5-4 (AP). AP - Marcus Thames drove in three runs, and Nate Robertson pitched eight strong innings in the Detroit Tigers' 5-4 victory over the slumping Chicago White Sox on Wednesday night.",Sports,3.6896674975018193,3.431586559477237
"Giants Overcome Marlins 6-5 in 10 Innings (AP). AP - Rudy Seanez intentionally walked Barry Bonds to load the bases in the 10th inning, then couldn't throw a strike when he tried. Pinch-hitter A.J. Pierzynski walked on four pitches to force in the tiebreaking run, and the San Francisco Giants beat the Florida Marlins 6-5 on Wednesday night.",Sports,3.31978959284827,3.8651307184127837
"Cards Score in Ninth to Top Reds 6-5 (AP). AP - Albert Pujols and Jim Edmonds hit two-runs homers, and pinch-runner Reggie Sanders scored the go-ahead run in the ninth inning on Joe Valentine's wild pitch to lead the St. Louis Cardinals over the Cincinnati Reds 6-5 Wednesday night.",Sports,-9.938423509969265,2.6218014318374663
"Hernndez Moving Up on Yanks #39; Depth Chart. In the spring, when Orlando Hernndez was signed by the Yankees after missing the 2003 season, it was an insurance policy for the already deep pitching staff.",Sports,3.891439632252901,-0.5978441875549285
"Walks Send Giants to a Victory in 10. udy Seanez intentionally walked Barry Bonds to load the bases in the 10th inning, then could not throw a strike when he tried. Pinch-hitter AJ Pierzynski walked on four pitches to force",Sports,3.2300412698845555,3.6720336038497954
Walking Bonds Was Wrong Move for Marlins. Walking Barry Bonds intentionally to load the bases in the 10th inning turned out to be the wrong move for Florida - because Rudy Seanez then walked pinch-hitter A.J. Pierzynski on four pitches...,World,0.1426264091591527,-1.5999107997985809
Walking Bonds Was Wrong Move for Marlins (AP). AP - Walking Barry Bonds intentionally to load the bases in the 10th inning turned out to be the wrong move for Florida #151; because Rudy Seanez then walked pinch-hitter A.J. Pierzynski on four pitches. Pierzynski's walk forced home the tiebreaking run in the San Francisco Giants' 6-5 win over the Marlins on Wednesday night. It was just his 14th walk in 397 plate appearances.,Sports,3.738469567821472,1.2076274711517365
Giants Walk to 6-5 Win Over Marlins. Walking Barry Bonds intentionally to load the bases in the 10th inning turned out to be the wrong move for Florida - because Rudy Seanez then walked pinch-hitter A.J. Pierzynski on four pitches...,World,0.10068929635092516,-1.5213373344512908
Rangers Park Twins. Chan Ho Park pitches six strong innings in his return from the disabled list and Texas equals its win total from last year by easily defeating Minnesota 8-3.,Sports,2.062207703218906,2.3218944627670317
